delivery_id,order_id,delivery_status,delivery_time,rider_id
69,6069,In Transit,00:23:56,1
70,6070,Delivered,00:21:32,2
71,6071,Delivered,00:48:02,3
72,6072,Delivered,00:47:06,4
73,6073,Delivered,00:50:00,5
74,6074,Not Delivered,00:00:00,6
75,6075,Delivered,00:30:59,7
76,6076,Delivered,00:49:42,8
77,6077,Delivered,00:24:47,9
78,6078,Not Delivered,00:00:00,10
79,6079,Delivered,00:28:43,11
80,6080,Delivered,00:35:31,12
81,6081,Delivered,00:21:20,13
82,6082,Not Delivered,00:00:00,14
83,6083,In Transit,00:21:35,15
84,6084,Delivered,00:39:33,16
85,6085,Delivered,00:39:14,17
86,6086,Delivered,00:50:22,18
87,6087,In Transit,00:23:44,19
88,6088,Delivered,00:20:14,20
89,6089,Delivered,00:43:09,21
90,6090,Delivered,00:26:45,22
91,6091,Delivered,00:14:57,23
92,6092,Delivered,00:46:51,24
93,6093,Delivered,00:20:31,25
94,6094,Delivered,00:23:58,26
95,6095,Delivered,00:18:44,27
96,6096,Delivered,00:33:15,28
97,6097,Delivered,00:39:19,29
98,6098,Delivered,00:27:34,30
99,6099,Delivered,00:20:52,31
100,6100,Delivered,00:26:01,32
101,6101,Delivered,00:15:01,33
102,6102,Delivered,00:32:07,34
103,6103,Delivered,00:27:11,1
104,6104,Delivered,00:18:04,2
105,6105,Delivered,00:30:28,3
106,6106,In Transit,00:13:27,4
107,6107,Delivered,00:36:42,5
108,6108,Delivered,00:39:00,6
109,6109,In Transit,00:19:21,7
110,6110,Delivered,00:38:23,8
111,6111,Delivered,00:27:19,9
112,6112,Delivered,00:41:39,10
113,6113,In Transit,00:25:40,11
114,6114,Not Delivered,00:00:00,12
115,6115,Delivered,00:16:43,13
116,6116,Delivered,00:45:02,14
117,6117,Delivered,00:45:20,15
118,6118,Not Delivered,00:00:00,16
119,6119,Delivered,00:36:01,17
120,6120,Delivered,00:30:44,18
121,6121,Delivered,00:44:55,19
122,6122,Delivered,00:38:48,20
123,6123,Delivered,00:48:49,21
124,6124,Delivered,00:20:27,22
125,6125,In Transit,00:21:43,23
126,6126,In Transit,00:25:01,24
127,6127,Delivered,00:38:02,25
128,6128,In Transit,00:25:48,26
129,6129,Delivered,00:19:30,27
130,6130,Delivered,00:30:34,28
131,6131,Delivered,00:19:05,29
132,6132,Delivered,00:29:46,30
133,6133,Delivered,00:20:29,31
134,6134,Delivered,00:38:47,32
135,6135,Not Delivered,00:00:00,33
136,6136,In Transit,00:20:15,34
137,6137,Delivered,00:44:02,1
138,6138,Delivered,00:34:19,2
139,6139,Delivered,00:49:49,3
140,6140,Delivered,00:42:13,4
141,6141,Delivered,00:40:06,5
142,6142,Delivered,00:14:43,6
143,6143,Delivered,00:22:37,7
144,6144,Delivered,00:15:59,8
145,6145,In Transit,00:24:04,9
146,6146,Not Delivered,00:00:00,10
147,6147,Delivered,00:46:11,11
148,6148,Delivered,00:43:17,12
149,6149,Delivered,00:50:24,13
150,6150,Delivered,00:48:41,14
151,6151,Not Delivered,00:00:00,15
152,6152,Delivered,00:17:16,16
153,6153,Delivered,00:21:44,17
154,6154,Delivered,00:47:31,18
155,6155,Delivered,00:25:57,19
156,6156,Delivered,00:42:18,20
157,6157,Delivered,00:24:02,21
158,6158,Not Delivered,00:00:00,22
159,6159,In Transit,00:19:38,23
160,6160,Delivered,00:35:27,24
161,6161,Delivered,00:21:43,25
162,6162,Delivered,00:23:53,26
163,6163,In Transit,00:12:12,27
164,6164,Delivered,00:44:31,28
165,6165,Delivered,00:29:00,29
166,6166,Delivered,00:38:49,30
167,6167,Delivered,00:25:49,31
168,6168,Delivered,00:38:02,32
169,6169,Delivered,00:33:11,33
170,6170,Delivered,00:28:21,34
171,6171,Delivered,00:45:14,1
172,6172,Delivered,00:42:51,2
173,6173,Delivered,00:21:06,3
174,6174,Delivered,00:24:08,4
175,6175,Delivered,00:22:47,5
176,6176,Not Delivered,00:00:00,6
177,6177,Delivered,00:50:01,7
178,6178,Delivered,00:42:31,8
179,6179,In Transit,00:21:50,9
180,6180,Delivered,00:41:01,10
181,6181,Delivered,00:47:57,11
182,6182,In Transit,00:21:40,12
183,6183,Delivered,00:48:06,13
184,6184,Delivered,00:40:30,14
185,6185,Delivered,00:16:17,15
186,6186,Delivered,00:41:35,16
187,6187,Delivered,00:41:04,17
188,6188,Delivered,00:18:05,18
189,6189,Delivered,00:30:56,19
190,6190,Delivered,00:36:30,20
191,6191,Delivered,00:39:32,21
192,6192,Delivered,00:29:58,22
193,6193,Not Delivered,00:00:00,23
194,6194,Delivered,00:22:07,24
195,6195,Delivered,00:15:10,25
196,6196,Delivered,00:19:36,26
197,6197,Delivered,00:25:42,27
198,6198,Delivered,00:26:28,28
199,6199,Not Delivered,00:00:00,29
200,6200,Delivered,00:48:23,30
201,6201,Delivered,00:49:16,31
202,6202,Delivered,00:44:04,32
203,6203,Delivered,00:25:37,33
204,6204,Delivered,00:40:07,34
205,6205,Delivered,00:49:02,1
206,6206,Delivered,00:28:12,2
207,6207,Not Delivered,00:00:00,3
208,6208,Not Delivered,00:00:00,4
209,6209,Delivered,00:23:19,5
210,6210,Delivered,00:22:47,6
211,6211,Delivered,00:39:00,7
212,6212,Delivered,00:37:03,8
213,6213,Delivered,00:46:50,9
214,6214,Delivered,00:14:07,10
215,6215,Delivered,00:47:42,11
216,6216,Delivered,00:31:37,12
217,6217,Delivered,00:47:00,13
218,6218,Delivered,00:33:56,14
219,6219,Delivered,00:22:20,15
220,6220,In Transit,00:17:55,16
221,6221,In Transit,00:25:51,17
222,6222,Delivered,00:27:12,18
223,6223,Delivered,00:44:30,19
224,6224,Delivered,00:44:13,20
225,6225,Delivered,00:20:11,21
226,6226,Delivered,00:38:35,22
227,6227,Delivered,00:48:54,23
228,6228,Delivered,00:18:09,24
229,6229,Delivered,00:22:54,25
230,6230,Not Delivered,00:00:00,26
231,6231,Delivered,00:46:09,27
232,6232,Delivered,00:18:30,28
233,6233,Delivered,00:46:04,29
234,6234,Delivered,00:50:10,30
235,6235,Not Delivered,00:00:00,31
236,6236,In Transit,00:17:40,32
237,6237,Delivered,00:40:53,33
238,6238,Not Delivered,00:00:00,34
239,6239,Delivered,00:37:14,1
240,6240,Delivered,00:30:26,2
241,6241,Delivered,00:17:48,3
242,6242,Not Delivered,00:00:00,4
243,6243,Delivered,00:41:02,5
244,6244,Delivered,00:34:49,6
245,6245,Delivered,00:39:01,7
246,6246,Delivered,00:26:42,8
247,6247,Delivered,00:37:25,9
248,6248,Delivered,00:42:38,10
249,6249,Delivered,00:28:47,11
250,6250,Delivered,00:22:30,12
251,6251,Delivered,00:46:56,13
252,6252,Delivered,00:40:41,14
253,6253,Delivered,00:24:15,15
254,6254,Delivered,00:47:18,16
255,6255,Delivered,00:45:49,17
256,6256,Delivered,00:18:27,18
257,6257,Delivered,00:15:26,19
258,6258,Delivered,00:18:35,20
259,6259,Delivered,00:19:45,21
260,6260,Delivered,00:23:49,22
261,6261,Delivered,00:16:23,23
262,6262,Delivered,00:31:25,24
263,6263,Delivered,00:31:29,25
264,6264,Delivered,00:35:19,26
265,6265,Delivered,00:48:38,27
266,6266,Delivered,00:34:58,28
267,6267,Delivered,00:33:54,29
268,6268,Delivered,00:44:32,30
269,6269,In Transit,00:25:24,31
270,6270,Delivered,00:49:59,32
271,6271,Delivered,00:50:08,33
272,6272,Delivered,00:44:21,34
273,6273,In Transit,00:12:44,1
274,6274,Delivered,00:45:21,2
275,6275,Delivered,00:48:33,3
276,6276,Not Delivered,00:00:00,4
277,6277,Delivered,00:18:16,5
278,6278,Delivered,00:31:59,6
279,6279,Delivered,00:31:55,7
280,6280,Not Delivered,00:00:00,8
281,6281,Delivered,00:32:38,9
282,6282,Delivered,00:46:14,10
283,6283,Delivered,00:34:59,11
284,6284,Delivered,00:34:58,12
285,6285,Delivered,00:29:36,13
286,6286,Delivered,00:26:22,14
287,6287,Delivered,00:33:12,15
288,6288,In Transit,00:20:33,16
289,6289,Delivered,00:40:17,17
290,6290,Delivered,00:30:38,18
291,6291,Delivered,00:41:42,19
292,6292,Delivered,00:26:49,20
293,6293,In Transit,00:14:51,21
294,6294,Not Delivered,00:00:00,22
295,6295,Delivered,00:32:12,23
296,6296,Delivered,00:37:45,24
297,6297,Delivered,00:48:35,25
298,6298,Delivered,00:34:13,26
299,6299,Delivered,00:43:37,27
300,6300,Delivered,00:47:11,28
301,6301,Delivered,00:21:46,29
302,6302,Not Delivered,00:00:00,30
303,6303,In Transit,00:19:40,31
304,6304,In Transit,00:17:13,32
305,6305,Delivered,00:35:11,33
306,6306,Delivered,00:45:23,34
307,6307,Not Delivered,00:00:00,1
308,6308,Delivered,00:29:25,2
309,6309,Delivered,00:44:45,3
310,6310,In Transit,00:18:59,4
311,6311,Delivered,00:50:29,5
312,6312,Delivered,00:48:21,6
313,6313,Delivered,00:23:16,7
314,6314,Delivered,00:18:16,8
315,6315,Delivered,00:21:24,9
316,6316,Delivered,00:49:25,10
317,6317,In Transit,00:10:04,11
318,6318,Delivered,00:26:51,12
319,6319,In Transit,00:18:59,13
320,6320,Delivered,00:45:29,14
321,6321,Delivered,00:49:37,15
322,6322,Delivered,00:31:32,16
323,6323,Delivered,00:50:26,17
324,6324,Delivered,00:26:17,18
325,6325,Delivered,00:17:27,19
326,6326,In Transit,00:25:38,20
327,6327,Delivered,00:20:30,21
328,6328,Delivered,00:41:24,22
329,6329,Delivered,00:34:07,23
330,6330,In Transit,00:14:11,24
331,6331,Delivered,00:21:23,25
332,6332,Delivered,00:17:02,26
333,6333,Delivered,00:18:17,27
334,6334,Delivered,00:20:35,28
335,6335,Delivered,00:48:17,29
336,6336,Delivered,00:22:50,30
337,6337,Delivered,00:20:59,31
338,6338,Delivered,00:41:13,32
339,6339,Delivered,00:16:57,33
340,6340,Delivered,00:50:03,34
341,6341,Delivered,00:14:07,1
342,6342,Delivered,00:35:39,2
343,6343,Delivered,00:31:18,3
344,6344,Delivered,00:41:15,4
345,6345,Delivered,00:28:14,5
346,6346,Not Delivered,00:00:00,6
347,6347,Not Delivered,00:00:00,7
348,6348,Delivered,00:50:48,8
349,6349,Delivered,00:31:59,9
350,6350,In Transit,00:21:53,10
351,6351,Delivered,00:29:09,11
352,6352,Not Delivered,00:00:00,12
353,6353,Delivered,00:15:35,13
354,6354,Delivered,00:34:48,14
355,6355,Not Delivered,00:00:00,15
356,6356,Delivered,00:28:10,16
357,6357,Delivered,00:38:13,17
358,6358,Delivered,00:48:39,18
359,6359,Delivered,00:15:10,19
360,6360,Delivered,00:19:36,20
361,6361,Delivered,00:31:51,21
362,6362,Delivered,00:45:07,22
363,6363,Delivered,00:20:15,23
364,6364,In Transit,00:23:14,24
365,6365,Delivered,00:29:29,25
366,6366,Delivered,00:24:57,26
367,6367,Delivered,00:25:58,27
368,6368,Delivered,00:28:17,28
369,6369,In Transit,00:13:00,29
370,6370,Delivered,00:29:42,30
371,6371,Delivered,00:33:27,31
372,6372,Delivered,00:38:28,32
373,6373,Not Delivered,00:00:00,33
374,6374,Delivered,00:27:14,34
375,6375,Delivered,00:20:54,1
376,6376,Delivered,00:19:26,2
377,6377,In Transit,00:24:28,3
378,6378,Delivered,00:23:47,4
379,6379,Delivered,00:38:54,5
380,6380,Delivered,00:38:01,6
381,6381,In Transit,00:18:13,7
382,6382,Delivered,00:45:27,8
383,6383,Delivered,00:47:21,9
384,6384,Delivered,00:34:01,10
385,6385,Delivered,00:45:32,11
386,6386,Delivered,00:38:53,12
387,6387,Not Delivered,00:00:00,13
388,6388,Delivered,00:42:38,14
389,6389,Delivered,00:27:23,15
390,6390,Delivered,00:23:45,16
391,6391,Delivered,00:18:38,17
392,6392,Delivered,00:38:10,18
393,6393,Delivered,00:39:13,19
394,6394,Delivered,00:27:20,20
395,6395,Delivered,00:36:25,21
396,6396,Delivered,00:31:15,22
397,6397,Delivered,00:32:57,23
398,6398,In Transit,00:17:24,24
399,6399,Not Delivered,00:00:00,25
400,6400,Not Delivered,00:00:00,26
401,6401,Delivered,00:44:01,27
402,6402,Delivered,00:50:15,28
403,6403,Delivered,00:18:28,29
404,6404,Delivered,00:15:24,30
405,6405,Delivered,00:50:22,31
406,6406,Not Delivered,00:00:00,32
407,6407,Delivered,00:37:24,33
408,6408,Delivered,00:15:31,34
409,6409,In Transit,00:23:46,1
410,6410,Delivered,00:42:58,2
411,6411,Delivered,00:41:05,3
412,6412,Not Delivered,00:00:00,4
413,6413,Delivered,00:41:16,5
414,6414,In Transit,00:21:14,6
415,6415,Delivered,00:31:23,7
416,6416,Delivered,00:30:30,8
417,6417,Delivered,00:24:10,9
418,6418,Delivered,00:28:54,10
419,6419,Delivered,00:47:38,11
420,6420,Delivered,00:47:51,12
421,6421,Delivered,00:26:54,13
422,6422,Delivered,00:16:24,14
423,6423,Delivered,00:37:03,15
424,6424,Delivered,00:28:05,16
425,6425,Delivered,00:24:05,17
426,6426,In Transit,00:11:16,18
427,6427,In Transit,00:12:33,19
428,6428,Delivered,00:30:28,20
429,6429,Delivered,00:23:18,21
430,6430,Delivered,00:23:54,22
431,6431,Delivered,00:41:17,23
432,6432,Delivered,00:25:14,24
433,6433,Delivered,00:40:19,25
434,6434,Delivered,00:24:33,26
435,6435,Delivered,00:18:14,27
436,6436,Delivered,00:19:39,28
437,6437,Not Delivered,00:00:00,29
438,6438,Delivered,00:17:36,30
439,6439,Delivered,00:25:18,31
440,6440,Not Delivered,00:00:00,32
441,6441,Delivered,00:49:30,33
442,6442,Delivered,00:41:57,34
443,6443,In Transit,00:15:15,1
444,6444,Delivered,00:15:51,2
445,6445,Delivered,00:26:38,3
446,6446,In Transit,00:12:04,4
447,6447,Delivered,00:20:17,5
448,6448,Delivered,00:25:34,6
449,6449,Delivered,00:21:49,7
450,6450,Not Delivered,00:00:00,8
451,6451,Delivered,00:43:35,9
452,6452,Delivered,00:37:46,10
453,6453,Delivered,00:25:09,11
454,6454,Delivered,00:48:59,12
455,6455,Delivered,00:25:15,13
456,6456,Delivered,00:14:20,14
457,6457,Delivered,00:24:49,15
458,6458,Delivered,00:31:32,16
459,6459,Delivered,00:15:32,17
460,6460,Delivered,00:46:57,18
461,6461,Delivered,00:17:25,19
462,6462,Delivered,00:22:10,20
463,6463,In Transit,00:11:30,21
464,6464,Delivered,00:23:54,22
465,6465,In Transit,00:14:15,23
466,6466,Delivered,00:37:36,24
467,6467,In Transit,00:18:29,25
468,6468,Not Delivered,00:00:00,26
469,6469,Delivered,00:29:29,27
470,6470,Delivered,00:25:45,28
471,6471,Delivered,00:21:45,29
472,6472,Delivered,00:29:10,30
473,6473,Delivered,00:16:04,31
474,6474,In Transit,00:22:08,32
475,6475,Delivered,00:14:18,33
476,6476,Delivered,00:43:33,34
477,6477,In Transit,00:25:43,1
478,6478,Delivered,00:39:35,2
479,6479,Delivered,00:48:46,3
480,6480,Delivered,00:39:56,4
481,6481,Delivered,00:47:29,5
482,6482,Delivered,00:47:22,6
483,6483,Delivered,00:50:45,7
484,6484,Delivered,00:39:48,8
485,6485,Delivered,00:30:33,9
486,6486,Not Delivered,00:00:00,10
487,6487,Delivered,00:40:10,11
488,6488,Delivered,00:46:54,12
489,6489,Not Delivered,00:00:00,13
490,6490,Not Delivered,00:00:00,14
491,6491,Delivered,00:45:08,15
492,6492,Delivered,00:16:13,16
493,6493,Delivered,00:18:38,17
494,6494,Delivered,00:37:53,18
495,6495,In Transit,00:19:07,19
496,6496,Delivered,00:40:24,20
497,6497,In Transit,00:22:19,21
498,6498,Delivered,00:37:01,22
499,6499,Delivered,00:34:31,23
500,6500,Not Delivered,00:00:00,24
501,6501,Delivered,00:26:48,25
502,6502,Delivered,00:15:13,26
503,6503,Delivered,00:41:49,27
504,6504,Delivered,00:23:28,28
505,6505,Delivered,00:22:41,29
506,6506,Delivered,00:33:25,30
507,6507,Delivered,00:29:09,31
508,6508,Delivered,00:15:57,32
509,6509,Delivered,00:28:57,33
510,6510,Delivered,00:42:16,34
511,6511,Delivered,00:45:25,1
512,6512,Delivered,00:43:45,2
513,6513,Delivered,00:43:23,3
514,6514,Delivered,00:27:29,4
515,6515,Not Delivered,00:00:00,5
516,6516,Delivered,00:22:26,6
517,6517,In Transit,00:11:15,7
518,6518,Delivered,00:23:57,8
519,6519,In Transit,00:13:18,9
520,6520,Delivered,00:37:03,10
521,6521,In Transit,00:21:29,11
522,6522,Delivered,00:38:56,12
523,6523,Delivered,00:41:04,13
524,6524,Delivered,00:32:22,14
525,6525,Delivered,00:46:35,15
526,6526,Delivered,00:44:02,16
527,6527,In Transit,00:25:04,17
528,6528,Delivered,00:36:21,18
529,6529,In Transit,00:16:19,19
530,6530,Delivered,00:46:10,20
531,6531,Not Delivered,00:00:00,21
532,6532,Delivered,00:14:06,22
533,6533,Delivered,00:23:47,23
534,6534,Delivered,00:49:17,24
535,6535,In Transit,00:11:01,25
536,6536,Delivered,00:46:13,26
537,6537,Delivered,00:47:23,27
538,6538,Delivered,00:15:28,28
539,6539,In Transit,00:22:21,29
540,6540,Delivered,00:43:22,30
541,6541,Delivered,00:34:18,31
542,6542,Not Delivered,00:00:00,32
543,6543,Delivered,00:37:03,33
544,6544,Not Delivered,00:00:00,34
545,6545,Delivered,00:47:37,1
546,6546,Not Delivered,00:00:00,2
547,6547,Delivered,00:21:56,3
548,6548,In Transit,00:24:48,4
549,6549,Delivered,00:45:27,5
550,6550,Delivered,00:46:02,6
551,6551,Delivered,00:49:46,7
552,6552,Delivered,00:50:32,8
553,6553,Delivered,00:18:09,9
554,6554,Not Delivered,00:00:00,10
555,6555,Not Delivered,00:00:00,11
556,6556,Delivered,00:38:21,12
557,6557,Delivered,00:42:46,13
558,6558,Delivered,00:31:09,14
559,6559,Delivered,00:23:48,15
560,6560,Delivered,00:26:05,16
561,6561,Delivered,00:38:17,17
562,6562,Delivered,00:39:14,18
563,6563,Delivered,00:16:02,19
564,6564,Delivered,00:33:00,20
565,6565,Delivered,00:22:12,21
566,6566,Delivered,00:40:36,22
567,6567,Delivered,00:26:26,23
568,6568,Not Delivered,00:00:00,24
569,6569,Delivered,00:23:27,25
570,6570,Delivered,00:49:36,26
571,6571,Delivered,00:30:58,27
572,6572,Delivered,00:27:00,28
573,6573,Not Delivered,00:00:00,29
574,6574,Delivered,00:18:10,30
575,6575,In Transit,00:11:16,31
576,6576,Not Delivered,00:00:00,32
577,6577,Not Delivered,00:00:00,33
578,6578,Delivered,00:44:50,34
579,6579,Delivered,00:18:14,1
580,6580,Delivered,00:43:58,2
581,6581,Delivered,00:24:59,3
582,6582,Not Delivered,00:00:00,4
583,6583,Delivered,00:45:07,5
584,6584,Delivered,00:19:42,6
585,6585,Delivered,00:43:51,7
586,6586,In Transit,00:20:39,8
587,6587,Delivered,00:37:54,9
588,6588,In Transit,00:25:16,10
589,6589,Delivered,00:50:35,11
590,6590,Delivered,00:49:56,12
591,6591,Delivered,00:35:40,13
592,6592,Delivered,00:34:33,14
593,6593,Delivered,00:23:42,15
594,6594,Delivered,00:47:43,16
595,6595,Delivered,00:31:51,17
596,6596,Delivered,00:29:14,18
597,6597,Delivered,00:15:27,19
598,6598,Delivered,00:44:17,20
599,6599,Delivered,00:35:32,21
600,6600,Delivered,00:33:31,22
601,6601,Delivered,00:39:03,23
602,6602,Delivered,00:33:51,24
603,6603,Delivered,00:30:06,25
604,6604,Delivered,00:23:35,26
605,6605,Delivered,00:28:54,27
606,6606,Delivered,00:28:56,28
607,6607,Delivered,00:29:29,29
608,6608,Delivered,00:23:59,30
609,6609,Not Delivered,00:00:00,31
610,6610,Delivered,00:20:44,32
611,6611,Delivered,00:48:32,33
612,6612,Delivered,00:37:26,34
613,6613,Delivered,00:39:26,1
614,6614,Delivered,00:50:21,2
615,6615,Delivered,00:33:05,3
616,6616,Delivered,00:29:10,4
617,6617,Delivered,00:44:59,5
618,6618,Delivered,00:18:49,6
619,6619,Delivered,00:34:59,7
620,6620,Delivered,00:17:27,8
621,6621,Delivered,00:39:52,9
622,6622,Delivered,00:41:09,10
623,6623,Delivered,00:40:30,11
624,6624,Delivered,00:15:21,12
625,6625,Delivered,00:37:07,13
626,6626,Not Delivered,00:00:00,14
627,6627,Delivered,00:33:15,15
628,6628,Delivered,00:45:56,16
629,6629,Delivered,00:45:59,17
630,6630,Not Delivered,00:00:00,18
631,6631,Delivered,00:39:37,19
632,6632,Delivered,00:27:25,20
633,6633,Delivered,00:41:54,21
634,6634,Delivered,00:29:18,22
635,6635,Delivered,00:29:39,23
636,6636,Delivered,00:24:21,24
637,6637,Delivered,00:24:38,25
638,6638,Delivered,00:34:37,26
639,6639,Not Delivered,00:00:00,27
640,6640,Delivered,00:38:54,28
641,6641,Delivered,00:19:06,29
642,6642,In Transit,00:12:05,30
643,6643,In Transit,00:10:09,31
644,6644,Delivered,00:48:27,32
645,6645,Delivered,00:45:57,33
646,6646,Delivered,00:19:59,34
647,6647,Delivered,00:23:03,1
648,6648,Delivered,00:14:30,2
649,6649,Delivered,00:25:02,3
650,6650,Delivered,00:22:18,4
651,6651,Delivered,00:37:43,5
652,6652,Delivered,00:36:42,6
653,6653,Not Delivered,00:00:00,7
654,6654,Delivered,00:50:05,8
655,6655,Delivered,00:16:10,9
656,6656,Delivered,00:33:21,10
657,6657,Delivered,00:20:02,11
658,6658,Delivered,00:19:02,12
659,6659,Delivered,00:14:52,13
660,6660,In Transit,00:16:50,14
661,6661,Delivered,00:24:57,15
662,6662,Delivered,00:39:52,16
663,6663,Delivered,00:45:06,17
664,6664,Delivered,00:31:37,18
665,6665,Delivered,00:32:39,19
666,6666,Delivered,00:47:04,20
667,6667,Delivered,00:32:08,21
668,6668,Delivered,00:18:29,22
669,6669,In Transit,00:18:10,23
670,6670,Delivered,00:46:06,24
671,6671,Not Delivered,00:00:00,25
672,6672,Not Delivered,00:00:00,26
673,6673,Delivered,00:45:38,27
674,6674,In Transit,00:17:44,28
675,6675,Delivered,00:32:02,29
676,6676,Delivered,00:39:54,30
677,6677,Delivered,00:35:42,31
678,6678,Delivered,00:24:44,32
679,6679,Delivered,00:44:51,33
680,6680,Delivered,00:42:22,34
681,6681,Delivered,00:46:19,1
682,6682,In Transit,00:19:41,2
683,6683,Delivered,00:39:26,3
684,6684,Delivered,00:29:50,4
685,6685,Delivered,00:33:42,5
686,6686,Delivered,00:34:13,6
687,6687,Delivered,00:29:29,7
688,6688,Delivered,00:23:45,8
689,6689,Delivered,00:23:02,9
690,6690,Delivered,00:19:03,10
691,6691,Delivered,00:21:09,11
692,6692,Delivered,00:20:28,12
693,6693,Delivered,00:22:09,13
694,6694,Delivered,00:18:18,14
695,6695,Delivered,00:35:44,15
696,6696,Delivered,00:34:37,16
697,6697,Not Delivered,00:00:00,17
698,6698,Not Delivered,00:00:00,18
699,6699,Not Delivered,00:00:00,19
700,6700,Delivered,00:29:45,20
701,6701,Delivered,00:44:27,21
702,6702,Delivered,00:40:07,22
703,6703,In Transit,00:19:59,23
704,6704,Delivered,00:27:57,24
705,6705,In Transit,00:25:41,25
706,6706,Delivered,00:16:23,26
707,6707,Delivered,00:24:25,27
708,6708,Delivered,00:26:22,28
709,6709,Delivered,00:18:03,29
710,6710,Delivered,00:16:53,30
711,6711,Delivered,00:30:24,31
712,6712,Delivered,00:25:52,32
713,6713,Delivered,00:45:29,33
714,6714,Not Delivered,00:00:00,34
715,6715,Delivered,00:39:50,1
716,6716,In Transit,00:20:28,2
717,6717,Delivered,00:22:52,3
718,6718,Delivered,00:34:47,4
719,6719,Delivered,00:41:42,5
720,6720,Not Delivered,00:00:00,6
721,6721,Delivered,00:34:58,7
722,6722,Delivered,00:50:55,8
723,6723,Delivered,00:25:00,9
724,6724,Delivered,00:24:16,10
725,6725,In Transit,00:23:05,11
726,6726,Delivered,00:45:56,12
727,6727,In Transit,00:20:09,13
728,6728,Delivered,00:16:56,14
729,6729,Delivered,00:22:15,15
730,6730,Delivered,00:46:38,16
731,6731,In Transit,00:25:17,17
732,6732,Delivered,00:26:46,18
733,6733,Delivered,00:25:26,19
734,6734,Delivered,00:16:49,20
735,6735,Delivered,00:14:40,21
736,6736,Not Delivered,00:00:00,22
737,6737,Delivered,00:37:45,23
738,6738,Delivered,00:35:51,24
739,6739,Delivered,00:37:21,25
740,6740,Delivered,00:14:06,26
741,6741,Delivered,00:44:49,27
742,6742,Delivered,00:46:12,28
743,6743,Delivered,00:27:09,29
744,6744,Delivered,00:35:43,30
745,6745,Delivered,00:46:17,31
746,6746,Delivered,00:47:25,32
747,6747,Not Delivered,00:00:00,33
748,6748,Delivered,00:47:37,34
749,6749,Delivered,00:26:27,1
750,6750,Delivered,00:16:29,2
751,6751,Delivered,00:49:18,3
752,6752,Delivered,00:48:48,4
753,6753,Delivered,00:43:02,5
754,6754,Delivered,00:32:21,6
755,6755,Delivered,00:15:26,7
756,6756,In Transit,00:12:30,8
757,6757,Delivered,00:40:59,9
758,6758,Delivered,00:43:58,10
759,6759,Delivered,00:50:14,11
760,6760,Delivered,00:34:53,12
761,6761,Delivered,00:28:28,13
762,6762,Delivered,00:30:19,14
763,6763,Delivered,00:16:52,15
764,6764,Delivered,00:28:42,16
765,6765,Delivered,00:30:25,17
766,6766,In Transit,00:18:00,18
